"Question","Cypher"
"Tìm nhà riêng ở Hai Bà Trưng giá khoảng 7 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hai bà trưng""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(price.value) >= 6.5
  AND toFloat(price.value) <= 7.5
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Mua nhà tại Nam Từ Liêm giá 6–8 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""nam từ liêm""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(price.value) >= 6
  AND toFloat(price.value) <= 8
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Mua nhà đất tại Nam Từ Liêm giá 6–8 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""nam từ liêm""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(price.value) >= 6
  AND toFloat(price.value) <= 8
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Cho tôi xem biệt thự ở Tây Hồ giá dưới 20 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""tây hồ""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""biệt thự""
  AND toFloat(price.value) < 15
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có nhà ở gần ngã tư sở khoảng dưới 9 tỷ không","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District)-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toLower(fac.name) CONTAINS ""ngã tư sở""
  AND toFloat(price.value) < 9
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà 40m2 tại Thanh Xuân giá 4 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_AREA]->(area:Area)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(area.value) >= 36
  AND toFloat(area.value) <= 44
  AND toFloat(price.value) >= 3.5
  AND toFloat(price.value) <= 4.5
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có nhà diện tích lớn hơn 60m ở Cầu Giấy khoảng 6 tỷ không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_AREA]->(area:Area)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(area.value) >= 60
  AND toFloat(price.value) >= 5.5
  AND toFloat(price.value) <= 6.5
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Mua nhà dưới 50m2 tại Hà Đông dưới 5 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hà đông""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_AREA]->(area:Area)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(area.value) <= 55
  AND toFloat(price.value) < 5
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Nhà 35m2 ở Hoàng Mai giá 3 tỷ còn không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hoàng mai""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_AREA]->(area:Area)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(area.value) >= 31.5
  AND toFloat(area.value) <= 38.5
  AND toFloat(price.value) >= 2.5
  AND toFloat(price.value) <= 3.5
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Cho xem nhà lớn hơn 72m2 tại Long Biên giá tầm 7 tỷ đổ xuống","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""long biên""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_AREA]->(area:Area)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(area.value) >= 72
  AND toFloat(price.value) <= 7
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Nhà 45m2 tại Đống Đa giá 4 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""đống đa""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_AREA]->(area:Area)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(area.value) >= 45
  AND toFloat(area.value) <= 55
  AND toFloat(price.value) >= 3.5
  AND toFloat(price.value) <= 4.5
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Cần biệt thự lớn hơn 70m2 ở Tây Hồ giá dưới 20 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""tây hồ""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_AREA]->(area:Area)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""biệt thự""
  AND toFloat(area.value) > 70
  AND toFloat(price.value) < 20
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có nhà nhỏ 30m2 tại Ba Đình giá dưới 4 tỷ không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""ba đình""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_AREA]->(area:Area)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toFloat(area.value) >= 27
  AND toFloat(area.value) <= 33
  AND toFloat(price.value) < 4
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có nhà hướng Tây tứ trạch 30- 50m2 tại Long Biên không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""long biên""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
MATCH (p)-[:HAS_AREA]->(area:Area)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toLower(dir.name) CONTAINS ""tây""
  AND toFloat(area.value) >= 30
  AND toFloat(area.value) <= 50
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
